epoch,train_loss,train_mean_episode_reward,train_mean_ocr_bonus,seconds,val_psnr_before,val_psnr_after,val_psnr_gain
1,-0.0003794729766567521,-0.0008356442766774347,0.0,17.810900688171387,20.06615348131832,19.84859634555685,-0.21755713576147073
2,-0.0004057369698547637,0.00037789603345078393,0.0,17.06615710258484,20.06615348131832,18.993504207811863,-1.0726492735064568
3,-0.00042996100756167635,0.0007710694588477845,0.0,16.980915307998657,20.06615348131832,19.220225416628878,-0.845928064689442
4,-0.00048430920635481647,0.0009713196524661844,0.0,16.89227604866028,20.06615348131832,19.26474025731208,-0.8014132240062395
5,-0.0004632542793684558,0.0010546390511318232,0.0,16.96225118637085,20.06615348131832,19.392181658919107,-0.6739718223992135
6,-0.00043840966669528785,0.0012078041162686018,0.0,17.043063402175903,20.06615348131832,19.833609264195243,-0.2325442171230776
7,-0.0004749844497975731,0.0013099948485867808,0.0,16.9795663356781,20.06615348131832,19.509731016076543,-0.5564224652417771
8,-0.00047242695639041534,0.0014068421442061663,0.0,17.019813776016235,20.06615348131832,19.587450493835707,-0.4787029874826132
9,-0.0004480005818945558,0.001489956569655434,0.0,16.969346046447754,20.06615348131832,19.64022561819901,-0.4259278631193091
10,-0.0004926963728908247,0.001566276989330578,0.0,17.00283694267273,20.06615348131832,19.82934289561104,-0.23681058570728197
11,-0.0004696874330756659,0.0016484540183623524,0.0,16.958028316497803,20.06615348131832,20.00927206910733,-0.0568814122109913
12,-0.0005150941936375128,0.0017817325323172238,0.0,16.919248819351196,20.06615348131832,20.116181263731228,0.05002778241290784
13,-0.0005844683837494813,0.0019142937355512834,0.0,17.01294445991516,20.06615348131832,20.183672230708577,0.11751874939025697
14,-0.0006126444299614219,0.0020504019288953555,0.0,16.943468809127808,20.06615348131832,20.37317187521429,0.3070183938959694
15,-0.000682703590744337,0.002185993524187285,0.0,17.000964641571045,20.06615348131832,20.377844543751973,0.31169106243365263
16,-0.0006735249781226942,0.002296632548045043,0.0,16.984397888183594,20.06615348131832,20.580828226817502,0.5146747454991818
17,-0.0006903862930535663,0.0023917570892397475,0.0,16.98069715499878,20.06615348131832,20.70255652993523,0.6364030486169092
18,-0.0007004216193150648,0.002463118846366263,0.0,16.952696561813354,20.06615348131832,20.673758499724627,0.6076050184063071
19,-0.0007295346386735732,0.0025312438678077383,0.0,16.945340156555176,20.06615348131832,20.789456338754036,0.7233028574357157
20,-0.0007129002795251006,0.0025871148024199774,0.0,16.96772336959839,20.06615348131832,20.687671567835576,0.6215180865172556
21,-0.0007361397039621015,0.0026471021575043383,0.0,16.990322828292847,20.06615348131832,20.760616255692987,0.6944627743746672
22,-0.0007353430890994471,0.0027212858574626885,0.0,16.9952974319458,20.06615348131832,20.820604766802102,0.7544512854837819
23,-0.0007355355843648557,0.0027615735155489783,0.0,16.971019983291626,20.06615348131832,21.028185718208746,0.9620322368904262
24,-0.0007220044195571023,0.0028021393657621484,0.0,16.97882318496704,20.06615348131832,20.950419019813197,0.8842655384948763
25,-0.0007754988536876424,0.0028602099451033964,0.0,16.97648859024048,20.06615348131832,20.9552313290044,0.8890778476860781
26,-0.0007660870130917908,0.0028628117516231928,0.0,17.055225133895874,20.06615348131832,20.907447867996638,0.8412943866783174
27,-0.0007580175341623228,0.0029136792037878995,0.0,16.990920782089233,20.06615348131832,20.99497362387713,0.9288201425588092
28,-0.0007567721141917307,0.00296374072280267,0.0,17.0269296169281,20.06615348131832,21.091601765676998,1.0254482843586779
29,-0.0007909821073079239,0.003008859682544742,0.0,17.054646492004395,20.06615348131832,21.094140808019553,1.0279873267012327
30,-0.0007809098533471115,0.003034836713872526,0.0,16.936466932296753,20.06615348131832,21.164138197926754,1.0979847166084333
31,-0.000816494046138478,0.0030755876290166507,0.0,17.226555585861206,20.06615348131832,21.194015997135775,1.127862515817455
32,-0.0007981131588483391,0.003115605557863803,0.0,17.036566257476807,20.06615348131832,21.29477267083964,1.2286191895213214
33,-0.0007821901267364054,0.0031343514818455214,0.0,17.073057651519775,20.06615348131832,21.230948943557234,1.1647954622389136
34,-0.0008280576294055209,0.003174421908941282,0.0,17.03646683692932,20.06615348131832,21.368569384445884,1.3024159031275637
35,-0.0008086226184589221,0.003217982705277593,0.0,17.08133029937744,20.06615348131832,21.279007664711873,1.2128541833935529
36,-0.0007776855228534575,0.0032626466177727866,0.0,17.016120433807373,20.06615348131832,21.3134321105021,1.2472786291837785
37,-0.0008268626210654317,0.0032885051787952366,0.0,17.013767957687378,20.06615348131832,21.43553304918863,1.3693795678703111
38,-0.0008224086442446012,0.003328518258691158,0.0,17.058377981185913,20.06615348131832,21.430386606154595,1.3642331248362751
39,-0.0008097052433067406,0.0033719448737152243,0.0,17.03543472290039,20.06615348131832,21.449703385250004,1.3835499039316836
40,-0.0008145791665731889,0.0033872998572643037,0.0,17.00710892677307,20.06615348131832,21.492728233774432,1.426574752456112
41,-0.0007991779019231099,0.003410647198071946,0.0,17.08036732673645,20.06615348131832,21.487101189842907,1.4209477085245865
42,-0.0008260667423398801,0.0034500975465482993,0.0,17.030205965042114,20.06615348131832,21.466765868473015,1.4006123871546947
43,-0.0008109556077650506,0.0034777005253683615,0.0,16.989422082901,20.06615348131832,21.4874434007976,1.4212899194792783
44,-0.0008216372130529793,0.0034841506883663974,0.0,17.020567417144775,20.06615348131832,21.56853221351754,1.5023787321992188
45,-0.0007796478163547125,0.003493938554564248,0.0,16.973379135131836,20.06615348131832,21.46084686047531,1.3946933791569904
46,-0.000801566905347104,0.0035384287500915966,0.0,16.974442958831787,20.06615348131832,21.58162708028319,1.5154735989648707
47,-0.0008148905244129508,0.0035805610899368057,0.0,17.061176300048828,20.06615348131832,21.621853636610503,1.5557001552921825
48,-0.0008025769534667589,0.003579469473587106,0.0,16.979756355285645,20.06615348131832,21.623820330253917,1.5576668489355967
49,-0.0008141589882459654,0.00361282586970407,0.0,16.967576026916504,20.06615348131832,21.602622697663655,1.5364692163453348
50,-0.0007700928421716368,0.0036251056716655908,0.0,17.03846549987793,20.06615348131832,21.626197865568276,1.5600443842499558
51,-0.0008093249283695553,0.0036505513328491993,0.0,16.973496198654175,20.06615348131832,21.652591210354913,1.586437729036593
52,-0.00081406867969275,0.0036693824475388164,0.0,16.968331336975098,20.06615348131832,21.717568667248305,1.6514151859299844
53,-0.0008002917687838857,0.0036995861345254207,0.0,17.054693698883057,20.06615348131832,21.71137182167768,1.64521834035936
54,-0.0007926736595792412,0.0037132461362963786,0.0,17.023276567459106,20.06615348131832,21.740584960206043,1.6744314788877226
55,-0.0007659025590249297,0.003718566063427083,0.0,17.09184956550598,20.06615348131832,21.752229589971282,1.686076108652962
56,-0.000786938239205325,0.003744505340759845,0.0,17.017280340194702,20.06615348131832,21.733848075023122,1.6676945937048018
57,-0.0008231376341427676,0.003748271887636055,0.0,17.059997081756592,20.06615348131832,21.76048574898752,1.6943322676691999
58,-0.0007606941634667633,0.0037661740434882436,0.0,17.025386333465576,20.06615348131832,21.72834337453488,1.66218989321656
59,-0.0007950946386225279,0.003782108451401734,0.0,17.0018892288208,20.06615348131832,21.772297578865977,1.7061440975476572
60,-0.0007688012736490118,0.003804304409245758,0.0,17.018104314804077,20.06615348131832,21.74924441345157,1.6830909321332506
61,-0.0007589597333445336,0.0038204401903583303,0.0,16.92083740234375,20.06615348131832,21.82255084497279,1.756397363654468
62,-0.0007654803073661321,0.003832221785357789,0.0,16.94819664955139,20.06615348131832,21.709098320333617,1.6429448390152963
63,-0.0007797960582968739,0.0038550019709636335,0.0,17.05081820487976,20.06615348131832,21.80421988214247,1.7380664008241489
64,-0.0007672422349139157,0.00385670349224592,0.0,16.956754207611084,20.06615348131832,21.749030862447132,1.6828773811288116
65,-0.000771794126827128,0.0038673576807765207,0.0,16.941113233566284,20.06615348131832,21.795714058814006,1.7295605774956861
66,-0.0007776477112834666,0.0038757247131560807,0.0,17.018269062042236,20.06615348131832,21.803954968324078,1.7378014870057577
67,-0.0007702673414630977,0.003888172456873176,0.0,16.987112283706665,20.06615348131832,21.865745565973086,1.7995920846547655
68,-0.0007226382557469744,0.0039044333540874977,0.0,16.940975666046143,20.06615348131832,21.906813906656392,1.840660425338072
69,-0.0007682205620727947,0.0039281775446041774,0.0,16.914154052734375,20.06615348131832,21.854938306691842,1.7887848253735221
70,-0.0007439671718874824,0.003929697376999842,0.0,17.038792848587036,20.06615348131832,21.856834175863522,1.7906806945452018
71,-0.0007675865585358976,0.003938803540380753,0.0,16.985116243362427,20.06615348131832,21.889945707768305,1.823792226449985
72,-0.00073950569133993,0.003945699791707422,0.0,16.940223932266235,20.06615348131832,21.81700119948369,1.750847718165371
73,-0.000750507755108866,0.003962822648210694,0.0,17.00550675392151,20.06615348131832,21.878108106258036,1.811954624939716
74,-0.0007734624140658011,0.003967734529515324,0.0,16.93055272102356,20.06615348131832,21.850550061760757,1.7843965804424364
75,-0.0007556728286663597,0.003977805117914534,0.0,16.93675446510315,20.06615348131832,21.838957798055432,1.772804316737112
76,-0.0007467064035312353,0.004004054449741607,0.0,16.998403787612915,20.06615348131832,21.920715339054524,1.8545618577362042
77,-0.0007393394749353478,0.0040087692095371694,0.0,16.94853663444519,20.06615348131832,21.830787589840597,1.7646341085222765
78,-0.0007177113657235168,0.00401493820928685,0.0,16.941991806030273,20.06615348131832,21.920159689955923,1.8540062086376032
79,-0.0007286801957651851,0.004008410614915192,0.0,16.97386074066162,20.06615348131832,21.921229353530197,1.8550758722118772
80,-0.0007394763891605418,0.0040332135369839225,0.0,17.020195722579956,20.06615348131832,21.88241632651564,1.8162628451973184
81,-0.0007341086849286828,0.004024237728394244,0.0,16.95774269104004,20.06615348131832,21.91887888840675,1.8527254070884283
82,-0.0007405123884065846,0.004033638812277628,0.0,16.911126136779785,20.06615348131832,21.94829073635614,1.8821372550378186
83,-0.0007235915115376448,0.004055992401528942,0.0,16.928095817565918,20.06615348131832,21.89756211323352,1.831408631915199
84,-0.0007547911097746058,0.004063989779830951,0.0,16.9391872882843,20.06615348131832,21.942749792483774,1.8765963111654536
85,-0.000720665466835034,0.0040786323117335205,0.0,16.992144107818604,20.06615348131832,21.89254542207275,1.82639194075443
86,-0.0007268329933614713,0.004093169654800516,0.0,16.97914218902588,20.06615348131832,21.82763974039613,1.7614862590778095
87,-0.0007180767165466576,0.004092286953338138,0.0,16.961313486099243,20.06615348131832,21.980040517144488,1.9138870358261677
88,-0.0007489562008033871,0.004108938960479977,0.0,16.97126317024231,20.06615348131832,21.98850664244069,1.9223531611223699
89,-0.0006965956139459234,0.004101994999117502,0.0,17.030484676361084,20.06615348131832,21.97589988992043,1.9097464086021105
90,-0.0007400307956192156,0.00411440008421145,0.0,16.913591623306274,20.06615348131832,22.001731812956812,1.9355783316384922
91,-0.0007087230288838643,0.004125022628020657,0.0,16.90128493309021,20.06615348131832,22.047249271398183,1.9810957900798627
92,-0.0007195544233621584,0.004129328420790641,0.0,16.976800203323364,20.06615348131832,22.009905191376614,1.9437517100582937
93,-0.0007092816193345125,0.004142484506187232,0.0,16.91881489753723,20.06615348131832,21.982010001952492,1.915856520634172
94,-0.000743313673845715,0.004164928109789996,0.0,16.918954133987427,20.06615348131832,21.911545197635498,1.8453917163171774
95,-0.000710357492410011,0.00415815704036504,0.0,16.92938995361328,20.06615348131832,22.003801459296742,1.937647977978422
96,-0.000704541613864105,0.004176354698796311,0.0,16.943233013153076,20.06615348131832,21.91849309277533,1.8523396114570083
97,-0.0007303580796756053,0.004179728829868785,0.0,16.8934166431427,20.06615348131832,22.005348390641576,1.9391949093232554
98,-0.0007171854512821681,0.004192350918184156,0.0,16.920149087905884,20.06615348131832,22.013887575172774,1.9477340938544536
99,-0.0007033233740240457,0.004181771022875024,0.0,16.914774894714355,20.06615348131832,21.972580369211084,1.9064268878927635
100,-0.0007018613389885539,0.004196507760080631,0.0,16.966339111328125,20.06615348131832,21.98977317254934,1.9236196912310213
101,-0.0007191938310152973,0.004210180901598347,0.0,16.911028385162354,20.06615348131832,22.060191152274378,1.9940376709560574
102,-0.0007130036775260637,0.004226594915330086,0.0,16.982872486114502,20.06615348131832,22.05472767910848,1.988574197790161
103,-0.0006905412874007395,0.004209265168553785,0.0,16.920090198516846,20.06615348131832,21.9172796977523,1.851126216433979
104,-0.0007135659717554834,0.004215159463574705,0.0,16.982649326324463,20.06615348131832,21.9931931478913,1.9270396665729805
105,-0.000736845346894014,0.004231353270132904,0.0,16.901059865951538,20.06615348131832,22.02029388671206,1.9541404053937406
106,-0.0006910122598207596,0.0042286672396585345,0.0,16.949713945388794,20.06615348131832,22.105591372307753,2.039437890989433
107,-0.0007139467934789338,0.0042327674379086366,0.0,16.88257360458374,20.06615348131832,22.08025182095554,2.0140983396372185
108,-0.0007154775951715673,0.004216056225983345,0.0,16.961555004119873,20.06615348131832,22.040965410845498,1.9748119295271778
109,-0.0006933179481521896,0.004219504953969432,0.0,16.970425367355347,20.06615348131832,22.04283686343185,1.9766833821135315
110,-0.0006738986194250174,0.0043180762466205206,0.0,16.948360919952393,20.06615348131832,22.07453482617614,2.0083813448578205
111,-0.0007130539458518361,0.004369967510802267,0.0,16.923974990844727,20.06615348131832,22.159285692197574,2.0931322108792543
112,-0.0006775417549879817,0.004370315552122243,0.0,16.95012855529785,20.06615348131832,22.117635693170406,2.051482211852086
113,-0.0006775872866653473,0.00431828064661797,0.0,16.93747639656067,20.06615348131832,22.104069395462858,2.0379159141445378
114,-0.0006691762625806681,0.004428445219831622,0.0,16.891229391098022,20.06615348131832,22.179173961294318,2.1130204799759973
115,-0.0006970980912624129,0.004429351508050509,0.0,16.871504068374634,20.06615348131832,22.094312981930486,2.0281595006121655
116,-0.0006644758636273606,0.0044460824650266895,0.0,16.904356718063354,20.06615348131832,22.17669555883101,2.11054207751269
117,-0.0006990038493076218,0.004454205399784057,0.0,16.918123722076416,20.06615348131832,22.140758726872978,2.0746052455546575
118,-0.0006588134097198591,0.004484755391983882,0.0,16.922581911087036,20.06615348131832,22.217526954008022,2.151373472689702
119,-0.0007148856552110216,0.0044875671661904325,0.0,16.88916802406311,20.06615348131832,22.213607270565927,2.1474537892476064
120,-0.000661195403233211,0.0045209979010826865,0.0,16.909520387649536,20.06615348131832,22.275357943848988,2.2092044625306677
121,-0.0006771331122170365,0.00453069795469713,0.0,16.963528394699097,20.06615348131832,22.219351238533346,2.1531977572150254
122,-0.0007005966589254651,0.004542184922763187,0.0,16.910833597183228,20.06615348131832,22.17196702010117,2.1058135387828507
123,-0.0006555324808173084,0.004558366196958915,0.0,16.949091911315918,20.06615348131832,22.254859827881308,2.188706346562988
124,-0.0006790535177139606,0.0045607960023714795,0.0,16.952944040298462,20.06615348131832,22.304587468399532,2.238433987081212
125,-0.0006771780896562394,0.0045797467211504345,0.0,16.916446208953857,20.06615348131832,22.249876083975046,2.183722602656726
126,-0.0007108431575192219,0.0045909428533733535,0.0,16.905345916748047,20.06615348131832,22.187903059044668,2.121749577726348
127,-0.0006523335206388172,0.004583643612694805,0.0,16.959400415420532,20.06615348131832,22.184061471194372,2.117907989876052
128,-0.000651898418373489,0.004594496375395228,0.0,16.976595878601074,20.06615348131832,22.27363522826361,2.207481746945291
129,-0.0007156513162519094,0.004601759866446904,0.0,16.91099715232849,20.06615348131832,22.29600660940441,2.2298531280860914
130,-0.0007084595920826795,0.0046035646582427234,0.0,16.962166786193848,20.06615348131832,22.242460581543742,2.176307100225422
131,-0.0006586162436060081,0.004632491385564208,0.0,16.94166135787964,20.06615348131832,22.317353297905406,2.2511998165870857
132,-0.0006785095392842777,0.004633790803263369,0.0,16.892252445220947,20.06615348131832,22.26688518495711,2.200731703638791
133,-0.0006680139663133203,0.004644483165896457,0.0,16.912566900253296,20.06615348131832,22.26729092197962,2.2011374406612987
134,-0.000648598334721654,0.0046366267058107515,0.0,16.899832010269165,20.06615348131832,22.33430317744491,2.2681496961265886
135,-0.0006991751854555965,0.004657030166329249,0.0,16.89143133163452,20.06615348131832,22.30602020611994,2.239866724801619
136,-0.0006423366433844659,0.004647160956190656,0.0,16.967498540878296,20.06615348131832,22.261702696891444,2.1955492155731235
137,-0.0006749848756083774,0.0046710556919646005,0.0,16.944087266921997,20.06615348131832,22.336804853820535,2.270651372502215
138,-0.0006791687612902657,0.004680806872151468,0.0,16.921222686767578,20.06615348131832,22.282032243474095,2.215878762155775
139,-0.0006747510307595012,0.004680794851004105,0.0,16.91207528114319,20.06615348131832,22.297875709153104,2.2317222278347835
140,-0.0006352857561306218,0.004697909113019705,0.0,16.94909167289734,20.06615348131832,22.31031881459449,2.244165333276168
141,-0.0006787419156550997,0.004690577468389402,0.0,16.914142847061157,20.06615348131832,22.354687800812513,2.288534319494193
142,-0.0006461114279100793,0.004715797010525737,0.0,16.936333894729614,20.06615348131832,22.325355997064403,2.2592025157460824
143,-0.0006596471246903884,0.00471750279362111,0.0,16.897483587265015,20.06615348131832,22.350139049429607,2.2839855681112873
144,-0.0006695443608686733,0.0047316540073117485,0.0,16.886056184768677,20.06615348131832,22.367582732636084,2.3014292513177637
145,-0.000647969759049137,0.004707722342573106,0.0,16.945626497268677,20.06615348131832,22.3923709132603,2.3262174319419806
146,-0.0006954300896841628,0.0047262095562789755,0.0,16.987961530685425,20.06615348131832,22.349533404986527,2.283379923668207
147,-0.0006666331961320753,0.004745961151733671,0.0,16.919835805892944,20.06615348131832,22.280311825615122,2.214158344296802
148,-0.0006584643279379436,0.0047525710416147894,0.0,16.86641764640808,20.06615348131832,22.377313358432676,2.311159877114356
149,-0.0006899634865239141,0.00472998779024119,0.0,16.94804620742798,20.06615348131832,22.388909825043235,2.3227563437249152
150,-0.0006819166661918406,0.004758521236236329,0.0,16.922344207763672,20.06615348131832,22.360821710228738,2.2946682289104174
